series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q11084242,Q11084242,http://www.wikidata.org/entity/Q11084242,Xinhua Winshare,0811|601811,0811,CNE1000004B0|CNE100002BC5,Hong Kong Stock Exchange|Shanghai Stock Exchange,,People's Republic of China,,,,,xinhua-winshare,,https://www.winshare.com.cn/
