series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1053348,Q1053348,http://www.wikidata.org/entity/Q1053348,Cemex,CX|LR,CX,MXP225611567|US1512908898,New York Stock Exchange,construction materials industry,Mexico,549300JHGUF0VVA38719,,4295904942,,cemex,1906-01-01T00:00:00Z,http://www.cemex.com/
