series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1122299,Q1122299,http://www.wikidata.org/entity/Q1122299,"Computer Task Group, Incorporated",CTG,CTG,US2054771025,Nasdaq,,,,0000023111,,,computer-task-group,1966-01-01T00:00:00Z,http://www.ctg.com/
