series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q104876658,Q104876658,http://www.wikidata.org/entity/Q104876658,Dixon Technologies,540699|DIXON,540699,INE935N01012,Bombay Stock Exchange|National Stock Exchange of India,consumer electronics industry|electronics manufacturing services|home appliance industry|reverse logistics,India,,,,,dixon-technologies,1993-01-01T00:00:00Z,https://www.dixoninfo.com
