series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10497241,Q10497241,http://www.wikidata.org/entity/Q10497241,Q10497241,FLUG B,FLUG B,DK0010218189,Nasdaq Copenhagen A/S,paint industry,Denmark,5493008AHEOXL9ETQO38,,,dk/32788718,flugger-group,1890-01-01T00:00:00Z,https://www.flugger.com/
