series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10954805,Q10954805,http://www.wikidata.org/entity/Q10954805,Ganfeng Lithium,002460|1172,002460,CNE1000031W9,Hong Kong Stock Exchange|Shenzhen Stock Exchange,,People's Republic of China,,,,,,,https://www.ganfenglithium.com/
