series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1123823,Q1123823,http://www.wikidata.org/entity/Q1123823,Nordea,NDA DK|NDA FI|NDA SE,NDA DK,FI4000297767,Nasdaq Copenhagen A/S|Nasdaq Helsinki Ltd|Nasdaq Stockholm AB,economics of banking|financial sector|financial services,Finland,529900ODI3047E2LIV03,,5000062056,,nordea-bank,2001-01-01T00:00:00Z,https://www.nordea.com/
