series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10916756,Q10916756,http://www.wikidata.org/entity/Q10916756,"Taiwan Cooperative Financial Holding Co., Ltd.",5880,5880,TW0005880009,Taiwan Stock Exchange,financial services,Taiwan,,,,,,2011-12-01T00:00:00Z,http://www.tcfhc.com.tw
