series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1121199,Q1121199,http://www.wikidata.org/entity/Q1121199,Companhia Energética de São Paulo,CESP3|CESP5|CESP6,CESP3,BRCESPACNOR3|US20440P4072,São Paulo Stock Exchange,,Brazil,,,,,,1966-01-01T00:00:00Z,http://www.cesp.com.br/
