series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1022711,Q1022711,http://www.wikidata.org/entity/Q1022711,CACI,CACI,CACI,US1271903049,New York Stock Exchange,information technology industry|professional services industry,United States,969500BB5ZH7LFB2BL43|SYRPI2D1O9WRTS2WX210,0000016058,4295905828,,caci-international|systemware-inc,1962-07-17T00:00:00Z,http://www.caci.com/
