series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1130970,Q1130970,http://www.wikidata.org/entity/Q1130970,Companhia Paranaense de Energia,CPLE11|CPLE3|CPLE5|CPLE6|ELP,CPLE11,BRCPLEACNPB9|US20441B6056,New York Stock Exchange|São Paulo Stock Exchange,,Brazil,2549001AS1I9A71VG663,,4295859857,,copel,1954-10-26T00:00:00Z,https://www.copel.com/
