series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10884485,Q10884485,http://www.wikidata.org/entity/Q10884485,Yiling Pharmaceutical,002603,002603,CNE1000015S0,Shenzhen Stock Exchange,,People's Republic of China,,,,,,1992-06-16T00:00:00Z,http://en.yiling.com/
