series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q110778747,Q110778747,http://www.wikidata.org/entity/Q110778747,"Block, Inc.",SQ|SQ2|XYZ,SQ,US8522341036,Australian Securities Exchange|New York Stock Exchange,financial services|mobile payment industry,United States,549300OHIIUWSTIZME52,0001512673,5000598124,,square,2009-02-01T00:00:00Z,https://squareup.com
