series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1104910,Q1104910,http://www.wikidata.org/entity/Q1104910,Coca-Cola HBC,CCH|EEE,CCH,CH0198251305,Athens Stock Exchange|London Stock Exchange,beverage industry|food industry,Switzerland,549300EFP3TNG7JGVE49,,5036383104,,coca-cola-hbc-ag,2000-01-01T00:00:00Z,http://www.coca-colahellenic.com/
