series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q136570,Q136570,http://www.wikidata.org/entity/Q136570,Zalando,ZAL|ZLNDY,ZAL,DE000ZAL1111,Frankfurt Stock Exchange|OTC Markets Group,clothing industry|retail,Germany,529900YRFFGH5AXU4S86,,,,zalando,2008-01-01T00:00:00Z,https://corporate.zalando.com/
