series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1028449,Q1028449,http://www.wikidata.org/entity/Q1028449,Cameco,CCJ|CCO,CCJ,CA13321L1085,New York Stock Exchange|Toronto Stock Exchange,mining,Canada,N4BHALMXL3GMZKCUON55,,4295860405,,,1988-01-01T00:00:00Z,https://www.cameco.com/
