series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1046186,Q1046186,http://www.wikidata.org/entity/Q1046186,Halyk Bank of Kazakhstan,HSBK,HSBK,KZ000A0LE0S4,Astana International Exchange|Kazakhstan Stock Exchange|London Stock Exchange,,Kazakhstan,,,,,halyk-bank,1993-08-15T00:00:00Z,http://www.halykbank.kz
