series_id,obs_date,value
WHO_SDG:SDGIHR2021.AND.IHRSPARCAPACITYLEVEL_C07.IHRSPARINDICATORSCORE_C07.A,2024-01-01,27.0
WHO_SDG:SDGIHR2021.AND.IHRSPARCAPACITYLEVEL_C07.IHRSPARINDICATORSCORE_C07.A,2025-01-01,27.0
