series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q137910,Q137910,http://www.wikidata.org/entity/Q137910,thyssenkrupp AG,0O1C|TKA,0O1C,DE0007500001,Frankfurt Stock Exchange|London Stock Exchange,iron and steel industry|weapons industry,Germany,549300UDG16DOYUPR330,0001437198,4298173503,de/R2503_HRB15364,thyssenkrupp,1999-01-01T00:00:00Z,https://www.thyssenkrupp.com/
