series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q204284,Q204284,http://www.wikidata.org/entity/Q204284,All Nippon Airways,9202|ANAA,9202,JP3429800000,London Stock Exchange|Tokyo Stock Exchange,aviation,Japan,5493006HTHC5ZN0POY11,,,jp/1010401099027,all-nippon-airways,1952-12-27T00:00:00Z,https://www.ana.co.jp
