series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q11071241,Q11071241,http://www.wikidata.org/entity/Q11071241,Fosun Pharmaceutical,2196|600196,2196,CNE000000X38|CNE100001M79,Hong Kong Stock Exchange|Shanghai Stock Exchange,,People's Republic of China,,,,,fosun-pharmaceutical,1994-01-01T00:00:00Z,https://www.fosunpharma.com
