series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1052186,Q1052186,http://www.wikidata.org/entity/Q1052186,CeWe,CWC,CWC,DE0005403901,Frankfurt Stock Exchange,printing industry,Germany,529900IDFHN9MQ3WUD64,,,,cewe-stiftung-co,1961-01-01T00:00:00Z,http://www.cewe.de/
