series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q105557,Q105557,http://www.wikidata.org/entity/Q105557,Embraer,EMBR3|ERJ,EMBR3,BREMBRACNOR4|US29082A1079,New York Stock Exchange|São Paulo Stock Exchange,aerospace industry|aircraft construction|weapons industry,Brazil,549300EM51WYXFHUY333,,4295859844,,embraer-sa,1969-08-19T00:00:00Z,https://www.embraer.com/
