series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q136484,Q136484,http://www.wikidata.org/entity/Q136484,ZTE,000063|0763,000063,CNE1000004Y2,Hong Kong Stock Exchange|Shenzhen Stock Exchange,telecommunications,People's Republic of China,3003004FBGVVG1CW5U45,,4295865240,,zte-corporation,1985-01-01T00:00:00Z,https://www.zte.com.cn/
