series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q105602307,Q105602307,http://www.wikidata.org/entity/Q105602307,Ferbasa,FESA3|FESA3F|FESA4|FESA4F,FESA3,BRFESAACNOR8|BRFESAACNPR5,São Paulo Stock Exchange,iron and steel industry|metal industry,Brazil,,,,,ferbasa,1961-02-23T00:00:00Z,https://www.ferbasa.com.br
