series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1045758,Q1045758,http://www.wikidata.org/entity/Q1045758,United Technologies Corporation,UTX,UTX,US75513E1010,New York Stock Exchange,holding company,United States,,,4295905180,,united-technologies,1929-01-01T00:00:00Z,
