series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q26678,Q26678,http://www.wikidata.org/entity/Q26678,BMW,BMW|BMW3|BMWYY,BMW,DE0005190003|DE0005190037,Frankfurt Stock Exchange|Nasdaq,activities of holding companies|aeronautical engineering|automotive industry|manufacture of motor vehicles,Germany,YEH5ZCD6E441RHVHD759,,4295869227,de/D2601V_HRB42243,bmw|bmw-ventures,1916-03-07T00:00:00Z,https://www.bmw.com
