series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q107040677,Q107040677,http://www.wikidata.org/entity/Q107040677,Chevron Lubricants Lanka,LLUB.N0000,LLUB.N0000,LK0290N00003,Colombo Stock Exchange,,Sri Lanka,,,,,,1992-01-01T00:00:00Z,https://chevron.lk/
