series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1068485,Q1068485,http://www.wikidata.org/entity/Q1068485,China Unicom,600050|762|CHU,600050,CNE000001CS2|HK0000049939,Hong Kong Stock Exchange|New York Stock Exchange|Shanghai Stock Exchange,mobile phone industry|telecommunications,People's Republic of China,5299006RQXYNFYPOUS20,,4295871939,,china-unicom,1994-01-01T00:00:00Z,http://www.chinaunicom.com/
