series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1073482,Q1073482,http://www.wikidata.org/entity/Q1073482,China Railway Construction Corporation Limited,1186|601186,1186,CNE1000009T1,Hong Kong Stock Exchange|Shanghai Stock Exchange,construction,People's Republic of China,,,,,,1948-01-01T00:00:00Z,http://www.crcc.cn
