series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1066858,Q1066858,http://www.wikidata.org/entity/Q1066858,Tiffany & Co.,TIF,TIF,US8865471085,New York Stock Exchange,jewelry|jewelry design|jewelry industry|retail,United States,549300C9X2TIB0FMTR23|549300EJG9IEYQL5XT21,0000098246,5027513608,,tiffany-co,1837-01-01T00:00:00Z,https://www.tiffany.com/
