series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q107074885,Q107074885,http://www.wikidata.org/entity/Q107074885,Warner Bros. Discovery,WBD,WBD,US9344231041,Nasdaq,mass media|media industry,United States,,,,,discovery|discovery-inc|warner-bros-discovery,2022-04-08T00:00:00Z,https://www.wbd.com/
