series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q110269968,Q110269968,http://www.wikidata.org/entity/Q110269968,Iveco Group,IVG,IVG,NL0015000LU4,Italian Stock Exchange,,Netherlands,549300ZWF2ZJDD9EOR96,,,,,2021-06-16T00:00:00Z,https://www.ivecogroup.com/
