series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1117761,Q1117761,http://www.wikidata.org/entity/Q1117761,Iluka Resources,ILU,ILU,AU000000ILU1,Australian Securities Exchange,mining,Australia,,,,au/008675018,iluka-resources-ltd,1998-01-01T00:00:00Z,http://www.iluka.com
