series_id,obs_date,value
curve-dex|__total__,2021-09-21,12678622749.0
curve-dex|__total__,2021-09-22,13388346271.0
curve-dex|__total__,2021-09-23,13823503815.0
curve-dex|__total__,2021-09-24,13352967202.0
curve-dex|__total__,2021-09-25,13456846817.0
curve-dex|__total__,2021-09-26,13761983402.0
curve-dex|__total__,2021-09-27,13579430779.0
curve-dex|__total__,2021-09-28,13366448150.0
curve-dex|__total__,2021-09-29,13446319093.0
curve-dex|__total__,2021-09-30,13680499254.0
curve-dex|__total__,2021-10-01,14346088122.0
curve-dex|__total__,2021-10-02,14489019639.0
curve-dex|__total__,2021-10-03,14657832062.0
curve-dex|__total__,2021-10-04,14797090146.0
curve-dex|__total__,2021-10-05,15409551026.0
curve-dex|__total__,2021-10-06,15449160412.0
curve-dex|__total__,2021-10-07,15654371585.0
curve-dex|__total__,2021-10-08,15770564279.0
curve-dex|__total__,2021-10-09,15909366272.0
curve-dex|__total__,2021-10-10,15971548164.0
curve-dex|__total__,2021-10-11,15763588195.0
curve-dex|__total__,2021-10-12,15921362174.0
curve-dex|__total__,2021-10-13,16047284494.0
curve-dex|__total__,2021-10-14,16375543078.0
curve-dex|__total__,2021-10-15,16895087543.0
curve-dex|__total__,2021-10-16,17291199026.0
curve-dex|__total__,2021-10-17,17135237705.0
curve-dex|__total__,2021-10-18,17354611083.0
curve-dex|__total__,2021-10-19,17100679406.0
curve-dex|__total__,2021-10-20,17414558946.0
curve-dex|__total__,2021-10-21,18098786649.0
curve-dex|__total__,2021-10-22,17768956238.0
curve-dex|__total__,2021-10-23,17562949065.0
curve-dex|__total__,2021-10-24,17926354261.0
curve-dex|__total__,2021-10-25,17830053509.0
curve-dex|__total__,2021-10-26,18186385212.0
curve-dex|__total__,2021-10-27,18539644260.0
curve-dex|__total__,2021-10-28,18264143173.0
curve-dex|__total__,2021-10-29,18920652591.0
curve-dex|__total__,2021-10-30,18981669015.0
curve-dex|__total__,2021-10-31,19283974827.0
curve-dex|__total__,2021-11-01,19275353528.0
curve-dex|__total__,2021-11-02,19515849127.0
curve-dex|__total__,2021-11-03,20042083749.0
curve-dex|__total__,2021-11-04,20127849711.0
curve-dex|__total__,2021-11-05,19796997827.0
curve-dex|__total__,2021-11-06,19811418159.0
curve-dex|__total__,2021-11-07,20064776748.0
curve-dex|__total__,2021-11-08,20781037490.0
curve-dex|__total__,2021-11-09,21022188317.0
curve-dex|__total__,2021-11-10,20915492059.0
curve-dex|__total__,2021-11-11,20528661949.0
curve-dex|__total__,2021-11-12,20865082142.0
curve-dex|__total__,2021-11-13,20842743096.0
curve-dex|__total__,2021-11-14,21122222630.0
curve-dex|__total__,2021-11-15,21292507560.0
curve-dex|__total__,2021-11-16,20905443933.0
curve-dex|__total__,2021-11-17,20353466166.0
curve-dex|__total__,2021-11-18,20652471921.0
curve-dex|__total__,2021-11-19,20263226942.0
curve-dex|__total__,2021-11-20,20726721224.0
curve-dex|__total__,2021-11-21,21024594033.0
curve-dex|__total__,2021-11-22,20627678305.0
curve-dex|__total__,2021-11-23,20229370480.0
curve-dex|__total__,2021-11-24,20710630214.0
curve-dex|__total__,2021-11-25,20673837026.0
curve-dex|__total__,2021-11-26,21131470755.0
curve-dex|__total__,2021-11-27,20248566680.0
curve-dex|__total__,2021-11-28,20169854795.0
curve-dex|__total__,2021-11-29,20529840898.0
curve-dex|__total__,2021-11-30,21071065035.0
curve-dex|__total__,2021-12-01,21512403820.0
curve-dex|__total__,2021-12-02,21479096121.0
curve-dex|__total__,2021-12-03,21475675815.0
curve-dex|__total__,2021-12-04,20879271204.0
curve-dex|__total__,2021-12-05,20071785860.0
curve-dex|__total__,2021-12-06,20179596873.0
curve-dex|__total__,2021-12-07,20806093724.0
curve-dex|__total__,2021-12-08,20896648940.0
curve-dex|__total__,2021-12-09,21257617442.0
curve-dex|__total__,2021-12-10,20847635356.0
curve-dex|__total__,2021-12-11,20860338916.0
curve-dex|__total__,2021-12-12,21386648825.0
curve-dex|__total__,2021-12-13,21622747965.0
curve-dex|__total__,2021-12-14,20984550142.0
curve-dex|__total__,2021-12-15,21063817967.0
curve-dex|__total__,2021-12-16,21531785885.0
curve-dex|__total__,2021-12-17,21468133023.0
curve-dex|__total__,2021-12-18,21351351010.0
curve-dex|__total__,2021-12-19,21838388406.0
curve-dex|__total__,2021-12-20,21774352205.0
curve-dex|__total__,2021-12-21,21786445859.0
curve-dex|__total__,2021-12-22,22108987194.0
curve-dex|__total__,2021-12-23,22114844059.0
curve-dex|__total__,2021-12-24,22720530115.0
curve-dex|__total__,2021-12-25,22667722502.0
curve-dex|__total__,2021-12-26,23212298594.0
curve-dex|__total__,2021-12-27,23320065319.0
curve-dex|__total__,2021-12-28,23295430273.0
curve-dex|__total__,2021-12-29,22968484731.0
curve-dex|__total__,2021-12-30,23037219668.0
curve-dex|__total__,2021-12-31,23073479403.0
curve-dex|__total__,2022-01-01,23247198884.0
curve-dex|__total__,2022-01-02,23814974559.0
curve-dex|__total__,2022-01-03,23999100642.0
curve-dex|__total__,2022-01-04,24149202343.0
curve-dex|__total__,2022-01-05,24297993413.0
curve-dex|__total__,2022-01-06,23845224982.0
curve-dex|__total__,2022-01-07,23505016463.0
curve-dex|__total__,2022-01-08,23038591881.0
curve-dex|__total__,2022-01-09,22703349789.0
curve-dex|__total__,2022-01-10,22815463092.0
curve-dex|__total__,2022-01-11,22968394479.0
curve-dex|__total__,2022-01-12,23261546601.0
curve-dex|__total__,2022-01-13,23454373458.0
curve-dex|__total__,2022-01-14,23436781725.0
curve-dex|__total__,2022-01-15,23382965166.0
curve-dex|__total__,2022-01-16,23419705152.0
curve-dex|__total__,2022-01-17,23355529546.0
curve-dex|__total__,2022-01-18,23179400536.0
curve-dex|__total__,2022-01-19,23063785655.0
curve-dex|__total__,2022-01-20,22832696493.0
curve-dex|__total__,2022-01-21,22362572590.0
curve-dex|__total__,2022-01-22,20747769363.0
curve-dex|__total__,2022-01-23,19520067932.0
curve-dex|__total__,2022-01-24,19462954457.0
curve-dex|__total__,2022-01-25,18943837427.0
curve-dex|__total__,2022-01-26,19379065443.0
curve-dex|__total__,2022-01-27,19452807168.0
curve-dex|__total__,2022-01-28,17302133239.0
curve-dex|__total__,2022-01-29,16825457344.0
curve-dex|__total__,2022-01-30,17121127106.0
curve-dex|__total__,2022-01-31,17197457677.0
curve-dex|__total__,2022-02-01,17569797132.0
curve-dex|__total__,2022-02-02,18050126915.0
curve-dex|__total__,2022-02-03,17859736673.0
curve-dex|__total__,2022-02-04,18140571842.0
curve-dex|__total__,2022-02-05,18965338164.0
curve-dex|__total__,2022-02-06,19156898528.0
curve-dex|__total__,2022-02-07,19329333498.0
curve-dex|__total__,2022-02-08,19436904677.0
curve-dex|__total__,2022-02-09,19587762903.0
curve-dex|__total__,2022-02-10,19937965979.0
curve-dex|__total__,2022-02-11,19835171947.0
curve-dex|__total__,2022-02-12,19673822645.0
curve-dex|__total__,2022-02-13,19624390597.0
curve-dex|__total__,2022-02-14,19548314292.0
curve-dex|__total__,2022-02-15,19433599424.0
curve-dex|__total__,2022-02-16,19876632310.0
curve-dex|__total__,2022-02-17,19863330901.0
curve-dex|__total__,2022-02-18,19487744399.0
curve-dex|__total__,2022-02-19,19276369090.0
curve-dex|__total__,2022-02-20,19244545329.0
curve-dex|__total__,2022-02-21,18904302438.0
curve-dex|__total__,2022-02-22,18693641019.0
curve-dex|__total__,2022-02-23,18761543652.0
curve-dex|__total__,2022-02-24,18430521631.0
curve-dex|__total__,2022-02-25,17872220666.0
curve-dex|__total__,2022-02-26,17875208355.0
curve-dex|__total__,2022-02-27,17890599853.0
curve-dex|__total__,2022-02-28,17548896388.0
curve-dex|__total__,2022-03-01,18235461953.0
curve-dex|__total__,2022-03-02,18345328554.0
curve-dex|__total__,2022-03-03,18670926538.0
curve-dex|__total__,2022-03-04,18072166989.0
curve-dex|__total__,2022-03-05,17805997717.0
curve-dex|__total__,2022-03-06,17949425018.0
curve-dex|__total__,2022-03-07,17739216686.0
curve-dex|__total__,2022-03-08,17630804050.0
curve-dex|__total__,2022-03-09,17706443087.0
curve-dex|__total__,2022-03-10,18032110942.0
curve-dex|__total__,2022-03-11,17798597843.0
curve-dex|__total__,2022-03-12,17735761450.0
curve-dex|__total__,2022-03-13,17728674008.0
curve-dex|__total__,2022-03-14,17566857851.0
curve-dex|__total__,2022-03-15,17783150975.0
curve-dex|__total__,2022-03-16,17785458448.0
curve-dex|__total__,2022-03-17,18089597632.0
curve-dex|__total__,2022-03-18,18378914383.0
curve-dex|__total__,2022-03-19,18561934919.0
curve-dex|__total__,2022-03-20,18488480981.0
curve-dex|__total__,2022-03-21,18297300903.0
curve-dex|__total__,2022-03-22,19971794578.0
curve-dex|__total__,2022-03-23,20369705065.0
curve-dex|__total__,2022-03-24,20451454427.0
curve-dex|__total__,2022-03-25,20200372402.0
curve-dex|__total__,2022-03-26,19932947733.0
curve-dex|__total__,2022-03-27,20097872052.0
curve-dex|__total__,2022-03-28,20401155982.0
curve-dex|__total__,2022-03-29,20408734591.0
curve-dex|__total__,2022-03-30,20750536564.0
curve-dex|__total__,2022-03-31,21009165365.0
curve-dex|__total__,2022-04-01,20763107934.0
curve-dex|__total__,2022-04-02,21338121163.0
curve-dex|__total__,2022-04-03,21172116486.0
curve-dex|__total__,2022-04-04,21268264149.0
curve-dex|__total__,2022-04-05,21181660676.0
curve-dex|__total__,2022-04-06,20715596044.0
curve-dex|__total__,2022-04-07,20394349973.0
curve-dex|__total__,2022-04-08,20459049249.0
curve-dex|__total__,2022-04-09,20463597597.0
curve-dex|__total__,2022-04-10,20614268662.0
curve-dex|__total__,2022-04-11,20642334679.0
curve-dex|__total__,2022-04-12,20077853999.0
curve-dex|__total__,2022-04-13,20233373391.0
curve-dex|__total__,2022-04-14,20490956251.0
curve-dex|__total__,2022-04-15,20196397148.0
curve-dex|__total__,2022-04-16,20269606180.0
curve-dex|__total__,2022-04-17,20468692640.0
curve-dex|__total__,2022-04-18,20365759184.0
curve-dex|__total__,2022-04-19,20729997900.0
curve-dex|__total__,2022-04-20,20816392339.0
curve-dex|__total__,2022-04-21,20660999495.0
curve-dex|__total__,2022-04-22,20242197450.0
curve-dex|__total__,2022-04-23,19908741241.0
curve-dex|__total__,2022-04-24,19823065505.0
curve-dex|__total__,2022-04-25,19791261327.0
curve-dex|__total__,2022-04-26,20101023410.0
curve-dex|__total__,2022-04-27,19424160616.0
curve-dex|__total__,2022-04-28,19732119267.0
curve-dex|__total__,2022-04-29,19806453620.0
curve-dex|__total__,2022-04-30,19528676972.0
curve-dex|__total__,2022-05-01,18986757979.0
curve-dex|__total__,2022-05-02,18922741569.0
curve-dex|__total__,2022-05-03,18841347470.0
curve-dex|__total__,2022-05-04,18824652795.0
curve-dex|__total__,2022-05-05,19319723125.0
curve-dex|__total__,2022-05-06,18643957792.0
curve-dex|__total__,2022-05-07,18509515624.0
curve-dex|__total__,2022-05-08,17489898651.0
curve-dex|__total__,2022-05-09,17169439652.0
curve-dex|__total__,2022-05-10,15754691831.0
curve-dex|__total__,2022-05-11,15452905855.0
curve-dex|__total__,2022-05-12,12286840809.0
curve-dex|__total__,2022-05-13,9066744284.0
curve-dex|__total__,2022-05-14,8774338485.0
curve-dex|__total__,2022-05-15,8586518887.0
curve-dex|__total__,2022-05-16,8928101310.0
curve-dex|__total__,2022-05-17,8729057795.0
curve-dex|__total__,2022-05-18,8866190047.0
curve-dex|__total__,2022-05-19,8405638430.0
curve-dex|__total__,2022-05-20,8821019209.0
curve-dex|__total__,2022-05-21,8920369686.0
curve-dex|__total__,2022-05-22,8934157094.0
curve-dex|__total__,2022-05-23,9066636149.0
curve-dex|__total__,2022-05-24,9006129986.0
curve-dex|__total__,2022-05-25,9121630548.0
curve-dex|__total__,2022-05-26,9121429316.0
curve-dex|__total__,2022-05-27,8760694193.0
curve-dex|__total__,2022-05-28,8385722160.0
curve-dex|__total__,2022-05-29,8489291041.0
curve-dex|__total__,2022-05-30,8467276436.0
curve-dex|__total__,2022-05-31,8926109100.0
curve-dex|__total__,2022-06-01,8906974574.0
curve-dex|__total__,2022-06-02,8820742827.0
curve-dex|__total__,2022-06-03,8894354545.0
curve-dex|__total__,2022-06-04,8688514377.0
curve-dex|__total__,2022-06-05,8695125167.0
curve-dex|__total__,2022-06-06,8766294750.0
curve-dex|__total__,2022-06-07,8601093684.0
curve-dex|__total__,2022-06-08,8552204165.0
curve-dex|__total__,2022-06-09,8652391145.0
curve-dex|__total__,2022-06-10,8586590994.0
curve-dex|__total__,2022-06-11,7821806626.0
curve-dex|__total__,2022-06-12,7487979850.0
curve-dex|__total__,2022-06-13,7216537299.0
curve-dex|__total__,2022-06-14,6324716699.0
curve-dex|__total__,2022-06-15,5816273861.0
curve-dex|__total__,2022-06-16,5637047376.0
curve-dex|__total__,2022-06-17,5355537406.0
curve-dex|__total__,2022-06-18,5312926324.0
curve-dex|__total__,2022-06-19,4936096984.0
curve-dex|__total__,2022-06-20,5041250909.0
curve-dex|__total__,2022-06-21,5089718843.0
curve-dex|__total__,2022-06-22,5066874778.0
curve-dex|__total__,2022-06-23,5037288953.0
curve-dex|__total__,2022-06-24,5103974070.0
curve-dex|__total__,2022-06-25,5189701760.0
curve-dex|__total__,2022-06-26,5157188680.0
curve-dex|__total__,2022-06-27,5135375107.0
curve-dex|__total__,2022-06-28,5091267357.0
curve-dex|__total__,2022-06-29,5047294676.0
curve-dex|__total__,2022-06-30,4969954889.0
curve-dex|__total__,2022-07-01,4949546115.0
curve-dex|__total__,2022-07-02,4975301415.0
curve-dex|__total__,2022-07-03,4961054779.0
curve-dex|__total__,2022-07-04,4994744068.0
curve-dex|__total__,2022-07-05,5087606931.0
curve-dex|__total__,2022-07-06,5114177877.0
curve-dex|__total__,2022-07-07,5217525716.0
curve-dex|__total__,2022-07-08,5252937892.0
curve-dex|__total__,2022-07-09,5254535808.0
curve-dex|__total__,2022-07-10,5297948079.0
curve-dex|__total__,2022-07-11,5226289663.0
curve-dex|__total__,2022-07-12,5077248300.0
curve-dex|__total__,2022-07-13,5020182537.0
curve-dex|__total__,2022-07-14,5112191464.0
curve-dex|__total__,2022-07-15,5252916006.0
curve-dex|__total__,2022-07-16,5319860006.0
curve-dex|__total__,2022-07-17,4929348412.0
curve-dex|__total__,2022-07-18,4954731880.0
curve-dex|__total__,2022-07-19,5287261363.0
curve-dex|__total__,2022-07-20,5345116856.0
curve-dex|__total__,2022-07-21,5370441780.0
curve-dex|__total__,2022-07-22,5464700154.0
curve-dex|__total__,2022-07-23,5541386837.0
curve-dex|__total__,2022-07-24,5649116848.0
curve-dex|__total__,2022-07-25,5717290409.0
curve-dex|__total__,2022-07-26,5558768364.0
curve-dex|__total__,2022-07-27,5580738847.0
curve-dex|__total__,2022-07-28,5805105413.0
curve-dex|__total__,2022-07-29,5982082259.0
curve-dex|__total__,2022-07-30,6066446710.0
curve-dex|__total__,2022-07-31,6031359734.0
curve-dex|__total__,2022-08-01,6032011050.0
curve-dex|__total__,2022-08-02,5986786041.0
curve-dex|__total__,2022-08-03,5959905480.0
curve-dex|__total__,2022-08-04,6014335296.0
curve-dex|__total__,2022-08-05,5947173565.0
curve-dex|__total__,2022-08-06,6127837390.0
curve-dex|__total__,2022-08-07,6079420649.0
curve-dex|__total__,2022-08-08,6075356908.0
curve-dex|__total__,2022-08-09,6170017659.0
curve-dex|__total__,2022-08-10,5985269214.0
curve-dex|__total__,2022-08-11,6245782424.0
curve-dex|__total__,2022-08-12,6269829961.0
curve-dex|__total__,2022-08-13,6206052451.0
curve-dex|__total__,2022-08-14,6276741311.0
curve-dex|__total__,2022-08-15,6196496556.0
curve-dex|__total__,2022-08-16,6151527791.0
curve-dex|__total__,2022-08-17,6169929018.0
curve-dex|__total__,2022-08-18,6110643565.0
curve-dex|__total__,2022-08-19,6078704770.0
curve-dex|__total__,2022-08-20,5859594517.0
curve-dex|__total__,2022-08-21,5783652198.0
curve-dex|__total__,2022-08-22,5812640076.0
curve-dex|__total__,2022-08-23,5853119892.0
curve-dex|__total__,2022-08-24,5859617241.0
curve-dex|__total__,2022-08-25,5893030751.0
curve-dex|__total__,2022-08-26,5914593207.0
curve-dex|__total__,2022-08-27,5730334816.0
curve-dex|__total__,2022-08-28,5684052517.0
curve-dex|__total__,2022-08-29,5596731726.0
curve-dex|__total__,2022-08-30,5796025360.0
curve-dex|__total__,2022-08-31,5795410736.0
curve-dex|__total__,2022-09-01,5802536307.0
curve-dex|__total__,2022-09-02,5812198043.0
curve-dex|__total__,2022-09-03,5759088482.0
curve-dex|__total__,2022-09-04,5753400437.0
curve-dex|__total__,2022-09-05,5769220618.0
curve-dex|__total__,2022-09-06,5826353248.0
curve-dex|__total__,2022-09-07,5514254204.0
curve-dex|__total__,2022-09-08,5581711682.0
curve-dex|__total__,2022-09-09,5577390517.0
curve-dex|__total__,2022-09-10,5634160008.0
curve-dex|__total__,2022-09-11,5700926442.0
curve-dex|__total__,2022-09-12,5638157054.0
curve-dex|__total__,2022-09-13,5539752365.0
curve-dex|__total__,2022-09-14,5235511020.0
curve-dex|__total__,2022-09-15,5018303142.0
curve-dex|__total__,2022-09-16,5037081819.0
curve-dex|__total__,2022-09-17,5156693795.0
curve-dex|__total__,2022-09-18,5252310723.0
curve-dex|__total__,2022-09-19,5222407257.0
curve-dex|__total__,2022-09-20,5283022460.0
curve-dex|__total__,2022-09-21,5661008882.0
curve-dex|__total__,2022-09-22,5483361416.0
curve-dex|__total__,2022-09-23,5613991062.0
curve-dex|__total__,2022-09-24,5668885977.0
curve-dex|__total__,2022-09-25,5690100714.0
curve-dex|__total__,2022-09-26,5705781997.0
curve-dex|__total__,2022-09-27,5971842400.0
curve-dex|__total__,2022-09-28,6013725276.0
curve-dex|__total__,2022-09-29,6054840494.0
curve-dex|__total__,2022-09-30,6070207990.0
curve-dex|__total__,2022-10-01,6045354389.0
curve-dex|__total__,2022-10-02,6058572970.0
curve-dex|__total__,2022-10-03,5991878465.0
curve-dex|__total__,2022-10-04,6079377057.0
curve-dex|__total__,2022-10-05,6104210351.0
curve-dex|__total__,2022-10-06,6042068902.0
curve-dex|__total__,2022-10-07,6051482368.0
curve-dex|__total__,2022-10-08,6022685631.0
curve-dex|__total__,2022-10-09,6012602789.0
curve-dex|__total__,2022-10-10,5995442046.0
curve-dex|__total__,2022-10-11,5928657050.0
curve-dex|__total__,2022-10-12,5931042250.0
curve-dex|__total__,2022-10-13,5833896537.0
curve-dex|__total__,2022-10-14,5867327283.0
curve-dex|__total__,2022-10-15,5835363635.0
curve-dex|__total__,2022-10-16,5818537124.0
curve-dex|__total__,2022-10-17,5852090807.0
curve-dex|__total__,2022-10-18,5910444405.0
curve-dex|__total__,2022-10-19,5852298485.0
curve-dex|__total__,2022-10-20,5764386660.0
curve-dex|__total__,2022-10-21,5712440739.0
curve-dex|__total__,2022-10-22,5680861629.0
curve-dex|__total__,2022-10-23,5718348428.0
curve-dex|__total__,2022-10-24,5787361599.0
curve-dex|__total__,2022-10-25,5611140099.0
curve-dex|__total__,2022-10-26,5784371009.0
curve-dex|__total__,2022-10-27,5877111682.0
curve-dex|__total__,2022-10-28,5814183176.0
curve-dex|__total__,2022-10-29,5861430314.0
curve-dex|__total__,2022-10-30,6009149484.0
curve-dex|__total__,2022-10-31,5949137470.0
curve-dex|__total__,2022-11-01,5923563649.0
curve-dex|__total__,2022-11-02,5952143429.0
curve-dex|__total__,2022-11-03,5864915747.0
curve-dex|__total__,2022-11-04,5888904327.0
curve-dex|__total__,2022-11-05,6049685454.0
curve-dex|__total__,2022-11-06,5982754845.0
curve-dex|__total__,2022-11-07,5910123239.0
curve-dex|__total__,2022-11-08,5320015002.0
curve-dex|__total__,2022-11-09,4829132979.0
curve-dex|__total__,2022-11-10,4204429643.0
curve-dex|__total__,2022-11-11,3934193497.0
curve-dex|__total__,2022-11-12,3900633122.0
curve-dex|__total__,2022-11-13,3800905440.0
curve-dex|__total__,2022-11-14,3703834139.0
curve-dex|__total__,2022-11-15,3723808310.0
curve-dex|__total__,2022-11-16,3782175973.0
curve-dex|__total__,2022-11-17,3769684683.0
curve-dex|__total__,2022-11-18,3744984592.0
curve-dex|__total__,2022-11-19,3781586272.0
curve-dex|__total__,2022-11-20,3806033195.0
curve-dex|__total__,2022-11-21,3705128380.0
curve-dex|__total__,2022-11-22,3709476041.0
curve-dex|__total__,2022-11-23,3689948271.0
curve-dex|__total__,2022-11-24,3702042073.0
curve-dex|__total__,2022-11-25,3594585683.0
curve-dex|__total__,2022-11-26,3599938785.0
curve-dex|__total__,2022-11-27,3614778783.0
curve-dex|__total__,2022-11-28,3606266514.0
curve-dex|__total__,2022-11-29,3602131369.0
curve-dex|__total__,2022-11-30,3657622721.0
curve-dex|__total__,2022-12-01,3731775126.0
curve-dex|__total__,2022-12-02,3694066083.0
curve-dex|__total__,2022-12-03,3725171833.0
curve-dex|__total__,2022-12-04,3681750604.0
curve-dex|__total__,2022-12-05,3717574468.0
curve-dex|__total__,2022-12-06,3708622453.0
curve-dex|__total__,2022-12-07,3716370326.0
curve-dex|__total__,2022-12-08,3704004209.0
curve-dex|__total__,2022-12-09,3732742649.0
curve-dex|__total__,2022-12-10,3776430645.0
curve-dex|__total__,2022-12-11,3777686689.0
curve-dex|__total__,2022-12-12,3773731263.0
curve-dex|__total__,2022-12-13,3772187633.0
curve-dex|__total__,2022-12-14,3804907194.0
curve-dex|__total__,2022-12-15,3814033872.0
curve-dex|__total__,2022-12-16,3787164733.0
curve-dex|__total__,2022-12-17,3673578925.0
curve-dex|__total__,2022-12-18,3689853859.0
curve-dex|__total__,2022-12-19,3694928612.0
curve-dex|__total__,2022-12-22,3631860379.0
curve-dex|__total__,2022-12-23,3638634297.0
curve-dex|__total__,2022-12-24,3702821494.0
curve-dex|__total__,2022-12-25,3694096967.0
curve-dex|__total__,2022-12-26,3636781242.0
curve-dex|__total__,2022-12-27,3634212106.0
curve-dex|__total__,2022-12-28,3638730582.0
curve-dex|__total__,2022-12-29,3614321105.0
curve-dex|__total__,2022-12-30,3621648248.0
curve-dex|__total__,2022-12-31,3611001670.0
curve-dex|__total__,2023-01-01,3600588199.0
curve-dex|__total__,2023-01-02,3605494597.0
curve-dex|__total__,2023-01-03,3632736501.0
curve-dex|__total__,2023-01-04,3640002729.0
curve-dex|__total__,2023-01-05,3663339389.0
curve-dex|__total__,2023-01-06,3657613686.0
curve-dex|__total__,2023-01-07,3687572070.0
curve-dex|__total__,2023-01-08,3688933335.0
curve-dex|__total__,2023-01-09,3732591435.0
curve-dex|__total__,2023-01-10,3861649129.0
curve-dex|__total__,2023-01-11,3874072093.0
curve-dex|__total__,2023-01-12,3943612849.0
curve-dex|__total__,2023-01-13,3968446037.0
curve-dex|__total__,2023-01-14,4221097306.0
curve-dex|__total__,2023-01-15,4200330811.0
curve-dex|__total__,2023-01-16,4258849737.0
curve-dex|__total__,2023-01-17,4302892242.0
curve-dex|__total__,2023-01-18,4375081669.0
curve-dex|__total__,2023-01-19,4301668803.0
curve-dex|__total__,2023-01-20,4366863691.0
curve-dex|__total__,2023-01-21,4565164012.0
curve-dex|__total__,2023-01-22,4545089031.0
curve-dex|__total__,2023-01-23,4558401433.0
curve-dex|__total__,2023-01-24,4570506534.0
curve-dex|__total__,2023-01-25,4684086791.0
curve-dex|__total__,2023-01-26,4766773245.0
curve-dex|__total__,2023-01-27,4736960462.0
curve-dex|__total__,2023-01-28,4785270904.0
curve-dex|__total__,2023-01-29,4765380062.0
curve-dex|__total__,2023-01-30,4855000033.0
curve-dex|__total__,2023-01-31,4739574205.0
curve-dex|__total__,2023-02-01,4743953648.0
curve-dex|__total__,2023-02-02,4942208396.0
curve-dex|__total__,2023-02-03,4904593978.0
curve-dex|__total__,2023-02-04,4957230584.0
curve-dex|__total__,2023-02-05,4939570396.0
curve-dex|__total__,2023-02-06,4891052230.0
curve-dex|__total__,2023-02-07,4901808022.0
curve-dex|__total__,2023-02-08,4989272444.0
curve-dex|__total__,2023-02-09,4949881459.0
curve-dex|__total__,2023-02-10,4776595476.0
curve-dex|__total__,2023-02-11,4733454673.0
curve-dex|__total__,2023-02-12,4763996844.0
curve-dex|__total__,2023-02-13,4780683170.0
curve-dex|__total__,2023-02-14,4764524468.0
curve-dex|__total__,2023-02-15,4824012764.0
curve-dex|__total__,2023-02-16,5047492984.0
curve-dex|__total__,2023-02-17,4973394389.0
curve-dex|__total__,2023-02-18,5048517875.0
curve-dex|__total__,2023-02-19,5055671877.0
curve-dex|__total__,2023-02-20,5015029022.0
curve-dex|__total__,2023-02-21,5068047782.0
curve-dex|__total__,2023-02-22,4978669037.0
curve-dex|__total__,2023-02-23,4950181021.0
curve-dex|__total__,2023-02-24,4965920261.0
curve-dex|__total__,2023-02-25,4889496683.0
curve-dex|__total__,2023-02-26,4867642410.0
curve-dex|__total__,2023-02-27,4940641239.0
curve-dex|__total__,2023-02-28,4930628785.0
curve-dex|__total__,2023-03-01,5010323821.0
curve-dex|__total__,2023-03-02,5131540550.0
curve-dex|__total__,2023-03-03,5128780534.0
curve-dex|__total__,2023-03-04,4993450113.0
curve-dex|__total__,2023-03-05,4986670743.0
curve-dex|__total__,2023-03-06,4964653622.0
curve-dex|__total__,2023-03-07,4958400440.0
curve-dex|__total__,2023-03-08,4934194451.0
curve-dex|__total__,2023-03-09,4854372985.0
curve-dex|__total__,2023-03-10,4633725772.0
curve-dex|__total__,2023-03-11,4530688970.0
curve-dex|__total__,2023-03-12,3875405468.0
curve-dex|__total__,2023-03-13,4024964222.0
curve-dex|__total__,2023-03-14,4155009592.0
curve-dex|__total__,2023-03-15,4224531379.0
curve-dex|__total__,2023-03-16,4147584652.0
curve-dex|__total__,2023-03-17,4267781954.0
curve-dex|__total__,2023-03-18,4474330985.0
curve-dex|__total__,2023-03-19,4460485996.0
curve-dex|__total__,2023-03-20,4493107437.0
curve-dex|__total__,2023-03-21,4638972439.0
curve-dex|__total__,2023-03-22,4731848994.0
curve-dex|__total__,2023-03-23,4618759222.0
curve-dex|__total__,2023-03-24,4728886279.0
curve-dex|__total__,2023-03-25,4639953734.0
curve-dex|__total__,2023-03-26,4643622237.0
curve-dex|__total__,2023-03-27,4647217403.0
curve-dex|__total__,2023-03-28,4571638267.0
curve-dex|__total__,2023-03-29,4625326718.0
curve-dex|__total__,2023-03-30,4656828267.0
curve-dex|__total__,2023-03-31,4673833628.0
curve-dex|__total__,2023-04-01,4673929857.0
curve-dex|__total__,2023-04-02,4655209308.0
curve-dex|__total__,2023-04-03,4609758671.0
curve-dex|__total__,2023-04-04,4623961040.0
curve-dex|__total__,2023-04-05,4765872875.0
curve-dex|__total__,2023-04-06,4760855748.0
curve-dex|__total__,2023-04-07,4734598991.0
curve-dex|__total__,2023-04-08,4695123221.0
curve-dex|__total__,2023-04-09,4676582714.0
curve-dex|__total__,2023-04-10,4657435912.0
curve-dex|__total__,2023-04-11,4743273330.0
curve-dex|__total__,2023-04-12,4724555648.0
curve-dex|__total__,2023-04-13,4736830796.0
curve-dex|__total__,2023-04-14,4912710221.0
curve-dex|__total__,2023-04-15,4893428967.0
curve-dex|__total__,2023-04-16,4892784221.0
curve-dex|__total__,2023-04-17,4789632587.0
curve-dex|__total__,2023-04-18,4507657981.0
curve-dex|__total__,2023-04-19,4590280627.0
curve-dex|__total__,2023-04-20,4564247167.0
curve-dex|__total__,2023-04-21,4570804085.0
curve-dex|__total__,2023-04-22,4430895399.0
curve-dex|__total__,2023-04-23,4434884319.0
curve-dex|__total__,2023-04-24,4417469185.0
curve-dex|__total__,2023-04-25,4410321950.0
curve-dex|__total__,2023-04-26,4387817280.0
curve-dex|__total__,2023-04-27,4442961354.0
