series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1129847,Q1129847,http://www.wikidata.org/entity/Q1129847,Cooper Tire & Rubber Company,CTB,CTB,US2168311072,New York Stock Exchange,industrial manufacturing|manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,United States,DE46ECQ8KH195MRIQN56,,4295903782,,,1914-01-01T00:00:00Z,https://coopertire.com/
