series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q11231060,Q11231060,http://www.wikidata.org/entity/Q11231060,MARUWA,5344|5344.T|MAW.L,5344,JP3879250003,London Stock Exchange|Nagoya Stock Exchange|Tokyo Stock Exchange,industrial manufacturing|retail,Japan,3538009BXGIG8PFXNI29,,4295878653,jp/2180001079691,,1973-04-05T00:00:00Z,https://www.maruwa-g.com/
