series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1049080,Q1049080,http://www.wikidata.org/entity/Q1049080,Juniper Networks,JNPR,JNPR,US48203R1041,New York Stock Exchange,Photographic and Photocopying Equipment Manufacturing [2012–2022 definition]|networking hardware|technology,United States,AUHIXNGG7U2U7JEHM527,0001043604,4295913981,,juniper-networks,1996-02-06T00:00:00Z,https://juniper.net
