series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q110706493,Q110706493,http://www.wikidata.org/entity/Q110706493,Oklo,OKLO,OKLO,US02156V1098,New York Stock Exchange,nuclear industry,United States,,,,,Oklo,,https://oklo.com/
