series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q8093,Q8093,http://www.wikidata.org/entity/Q8093,Nintendo,7974|NTDOF|NTDOY|NTO,7974,JP3756600007,Frankfurt Stock Exchange|Nasdaq|OTC Markets Group|Tokyo Stock Exchange,video game industry,Japan,353800FEEXU6I9M0ZF27,,4295876067,jp/1130001011420,nintendo-japan,1889-09-23T00:00:00Z,https://www.nintendo.com/jp/index.html
