series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10943697,Q10943697,http://www.wikidata.org/entity/Q10943697,"Weifu High-Technology Group Co., Ltd.",000581,000581,CNE0000002G5,Shenzhen Stock Exchange,,People's Republic of China,,,,,,,https://www.weifu.com.cn/
