series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1121216,Q1121216,http://www.wikidata.org/entity/Q1121216,CPFL Energia,CPFE3|CPL,CPFE3,BRCPFEACNOR0|US1261531057,New York Stock Exchange|São Paulo Stock Exchange,,Brazil,529900GBWSBDXN8GGM28,0001300482,4295859955,,cpfl-energia,1912-01-01T00:00:00Z,http://www.cpfl.com.br
