series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q102673,Q102673,http://www.wikidata.org/entity/Q102673,Gazprom,GAZ|GAZP|OGZD,GAZ,RU0007661625,Frankfurt Stock Exchange|London Stock Exchange|Moscow Exchange,International Standard Industrial Classification|extraction of petroleum|gas industry|internet service provider|satellite communication|telecommunications|telephone company,Russia,213800FD9J2IHTA7YX78,,4297543873,jp/3700150124062,gazprom,1989-01-01T00:00:00Z,https://www.gazprom.ru/
