series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q111546,Q111546,http://www.wikidata.org/entity/Q111546,Ipsen,IPN|IPSEY,IPN,FR0010259150,Euronext|OTC Markets Group,activities of head offices|pharmaceutical industry,France,549300M6SGDPB4Z94P11,,5052152123,fr/419838529,ipsen,1929-01-01T00:00:00Z,https://www.ipsen.com/
