series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1127536,Q1127536,http://www.wikidata.org/entity/Q1127536,Consolidated Edison,ED,ED,US2091151041,New York Stock Exchange,energy industry,United States,54930033SBW53OO8T749,0001047862,4295903098,,conedison-solutions,1823-01-01T00:00:00Z,http://www.coned.com
