series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1053299,Q1053299,http://www.wikidata.org/entity/Q1053299,CRH,CRG|CRH,CRG,IE0001827041,Irish Stock Exchange - All Market|London Stock Exchange|New York Stock Exchange,building material,Ireland,549300MIDJNNTH068E74,0000849395,4295874867,,crh,1970-10-20T00:00:00Z,http://www.crh.com
