series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1073306,Q1073306,http://www.wikidata.org/entity/Q1073306,China Life Insurance Company,2628|601628|LFC,2628,CN0003580601,Hong Kong Stock Exchange|New York Stock Exchange|Shanghai Stock Exchange,insurance industry,People's Republic of China,549300J6TFLDXGH6S048,,4295864767,,china-life-insurance,1949-01-01T00:00:00Z,https://www.chinalife.com.cn
