series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1032400,Q1032400,http://www.wikidata.org/entity/Q1032400,Canadian Tire,CTC|CTC.A,CTC,CA1366812024,Toronto Stock Exchange,finance|retail,Canada,,,,ca_on/434824,canadian-tire,1922-09-15T00:00:00Z,https://www.canadiantire.ca/
