series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1073236,Q1073236,http://www.wikidata.org/entity/Q1073236,China Communications Construction Company,1800|601800,1800,CNE1000002F5,Hong Kong Stock Exchange|Shanghai Stock Exchange,,People's Republic of China,,,,,,2006-12-06T00:00:00Z,http://en.ccccltd.cn/
