series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q11320384,Q11320384,http://www.wikidata.org/entity/Q11320384,Descente,8114,8114,JP3548800006,Tokyo Stock Exchange,textile industry,Japan,,,4295877636,jp/6120001024419,descente,1935-01-01T00:00:00Z,https://www.descente.co.jp/
