series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q1121202,Q1121202,http://www.wikidata.org/entity/Q1121202,Companhia Energética de Minas Gerais,CIG|CMIG3|CMIG4|XCMIG,CIG,BRCMGDDBS009|US2044096012,Madrid Stock Exchange|New York Stock Exchange|São Paulo Stock Exchange,,Brazil,254900W703PXLDSEM056,,4295859731,,cemig,1952-05-22T00:00:00Z,http://www.cemig.com.br
