series_key,qid,wikidata_url,name,tickers,primary_ticker,isins,exchanges,industries,country,lei,sec_cik,permid,opencorporates,crunchbase,inception,website
Q10910065,Q10910065,http://www.wikidata.org/entity/Q10910065,Bajaj Auto,532977|BAJAJ-AUTO,532977,INE917I01010,Bombay Stock Exchange|National Stock Exchange of India,automotive industry,India,,,,,bajaj,1945-11-29T00:00:00Z,https://www.bajajauto.com
